station_eva,direction,train_id,type,timestamp,tts
8000207,arrival,r17100466,d,2505012030,25-05-01 20:30:41.173
8000207,arrival,r17100745,d,2505012038,25-05-01 20:38:20.267
8000207,arrival,r17099328,d,2505011954,25-05-01 19:54:32.936
8000207,departure,r17099328,d,2505011954,25-05-01 19:54:32.936
8000207,arrival,r17100655,d,2505012036,25-05-01 20:36:13.411
8000207,arrival,r17098102,d,2505011920,25-05-01 19:20:08.150
8000207,departure,r17098102,d,2505011920,25-05-01 19:20:08.150
8000207,departure,r17098430,f,2505011928,25-05-01 19:29:08.369
8000207,departure,r17099599,f,2505012004,25-05-01 20:04:33.815
8000207,arrival,r17093899,d,2505011736,25-05-01 17:36:56.309
8000207,arrival,r17097741,d,2505011911,25-05-01 19:11:07.253
8000207,arrival,r17097770,d,2505011911,25-05-01 19:11:55.003
8000207,departure,r17093899,d,2505011736,25-05-01 17:36:56.309
8000207,departure,r17096588,f,2505011843,25-05-01 18:44:03.452
8000207,departure,r17096590,f,2505011843,25-05-01 18:44:03.452
8000207,departure,r17097741,d,2505011911,25-05-01 19:11:07.253
8000207,departure,r17097770,d,2505011911,25-05-01 19:11:55.003
8000207,arrival,r17095649,d,2505011820,25-05-01 18:20:12.274
8000207,arrival,r17098927,d,2505011942,25-05-01 19:42:54.074
8000207,departure,r17095649,d,2505011820,25-05-01 18:20:12.274
8000207,departure,r17098927,d,2505011942,25-05-01 19:42:54.074
8000207,arrival,r17100564,d,2505012033,25-05-01 20:33:35.503
8000207,arrival,r17098803,f,2505011938,25-05-01 19:38:24.896
8000207,arrival,r17100062,d,2505012017,25-05-01 20:17:46.484
8000207,departure,r17100062,d,2505012017,25-05-01 20:17:46.484
8000207,arrival,r17100421,d,2505012028,25-05-01 20:28:50.778
8000207,departure,r17100421,d,2505012028,25-05-01 20:28:50.778
8000207,arrival,r17100409,d,2505012028,25-05-01 20:28:19.268
8000207,arrival,r17100364,f,2505012026,25-05-01 20:27:00.435
8000207,arrival,r17100365,f,2505012026,25-05-01 20:27:00.435
8000207,arrival,r17100358,d,2505012026,25-05-01 20:26:44.502
8000207,departure,r17100358,d,2505012026,25-05-01 20:26:44.502
8000207,arrival,r17100341,d,2505012026,25-05-01 20:26:28.641
8000207,departure,r17100341,d,2505012026,25-05-01 20:26:28.641
8000207,arrival,r17100349,d,2505012026,25-05-01 20:26:28.640
8000207,arrival,r17100291,d,2505012025,25-05-01 20:25:09.989
8000207,departure,r17100291,d,2505012025,25-05-01 20:25:09.989
8000207,arrival,r17100261,d,2505012023,25-05-01 20:24:06.575
8000207,arrival,r17100259,d,2505012023,25-05-01 20:24:06.575
8000207,arrival,r17098243,d,2505011923,25-05-01 19:24:07.263
8000207,departure,r17098243,d,2505011923,25-05-01 19:24:07.263
8000207,arrival,r17100237,d,2505012023,25-05-01 20:23:19.061
8000207,arrival,r17100226,d,2505012023,25-05-01 20:23:03.235
8000207,departure,r17100226,d,2505012023,25-05-01 20:23:03.235
8000207,arrival,r17100203,d,2505012022,25-05-01 20:22:15.683
8000207,arrival,r17100181,d,2505012021,25-05-01 20:21:43.980
8000207,departure,r17028796,d,2504301320,25-04-30 13:20:30.136
8000207,departure,r17064990,d,2505010148,25-05-01 01:48:55.410
8000207,departure,r17100174,d,2505012021,25-05-01 20:21:28.046
8000207,arrival,r17093205,d,2505011720,25-05-01 17:20:43.903
8000207,arrival,r17094310,f,2505011746,25-05-01 17:46:44.732
8000207,arrival,r17094903,d,2505011801,25-05-01 18:01:36.070
